code,category,value
E14000571,age24,1853
E14000571,age25,1918
E14000571,age26,1818
E14000571,age27,1943
E14000571,age28,2064
E14000571,age29,1989
E14000571,age30,2066
E14000571,age31,2077
E14000571,age32,2119
E14000571,age33,1989
E14000571,age34,2083
E14000571,age35,2006
E14000571,age36,2105
E14000571,age37,1896
E14000571,age38,2042
E14000571,age39,1824
E14000571,age40,1979
E14000571,age41,1885
E14000571,age42,1712
E14000571,age43,1691
E14000571,age44,1665
E14000571,age45,1637
E14000571,age46,1607
E14000571,age47,1525
E14000571,age48,1506
E14000571,age49,1488
E14000571,age50,1547
E14000571,age51,1397
E14000571,age52,1449
E14000571,age53,1361
E14000571,age54,1396
E14000571,age55,1315
E14000571,age56,1284
E14000571,age57,1271
E14000571,age58,1229
E14000571,age59,1110
E14000571,age60,1115
E14000571,age61,1162
E14000571,age62,1064
E14000571,age63,1063
E14000571,age64,985
E14000571,age65,925
E14000571,age66,792
E14000571,age67,773
E14000571,age68,777
E14000571,age69,713
E14000571,age70,697
E14000571,age71,657
E14000571,age72,673
E14000571,age73,709
E14000571,age74,680
E14000571,age75,503
E14000571,age76,475
E14000571,age77,467
E14000571,age78,429
E14000571,age79,402
E14000571,age80,373
E14000571,age81,325
E14000571,age82,345
E14000571,age83,326
E14000571,age84,305
E14000571,age85,230
E14000571,age86,197
E14000571,age87,189
E14000571,age88,165
E14000571,age89,114
E14000571,age90,113
E14000571,age91,90
E14000571,age92,80
E14000571,age93,55
E14000571,age94,48
E14000571,age95,38
E14000571,age96,28
E14000571,age97,15
E14000571,age98,15
E14000571,age99,6
E14000571,over100,11
E14000572,under1,760
E14000572,age1,748
E14000572,age2,760
E14000572,age3,819
E14000572,age4,826
E14000572,age5,857
E14000572,age6,878
E14000572,age7,842
E14000572,age8,892
E14000572,age9,878
E14000572,age10,865
E14000572,age11,863
E14000572,age12,874
E14000572,age13,871
E14000572,age14,892
E14000572,age15,823
E14000572,age16,911
E14000572,age17,894
E14000572,age18,725
E14000572,age19,736
E14000572,age20,748
E14000572,age21,717
E14000572,age22,772
E14000572,age23,828
E14000572,age24,924
E14000572,age25,846
E14000572,age26,927
E14000572,age27,944
E14000572,age28,951
E14000572,age29,980
E14000572,age30,1095
E14000572,age31,1009
E14000572,age32,975
E14000572,age33,1015
E14000572,age34,1031
E14000572,age35,957
E14000572,age36,962
E14000572,age37,951
E14000572,age38,904
E14000572,age39,886
E14000572,age40,884
E14000572,age41,951
E14000572,age42,854
E14000572,age43,778
E14000572,age44,792
E14000572,age45,878
E14000572,age46,936
E14000572,age47,975
E14000572,age48,1105
E14000572,age49,1167
E14000572,age50,1195
E14000572,age51,1214
E14000572,age52,1285
E14000572,age53,1261
E14000572,age54,1292
E14000572,age55,1288
E14000572,age56,1370
E14000572,age57,1290
E14000572,age58,1307
E14000572,age59,1269
E14000572,age60,1217
E14000572,age61,1237
E14000572,age62,1134
E14000572,age63,1083
E14000572,age64,1060
E14000572,age65,1063
E14000572,age66,971
E14000572,age67,1026
E14000572,age68,942
E14000572,age69,964
E14000572,age70,1047
E14000572,age71,1003
E14000572,age72,1062
E14000572,age73,1141
E14000572,age74,1150
E14000572,age75,934
E14000572,age76,858
E14000572,age77,841
E14000572,age78,747
E14000572,age79,659
E14000572,age80,624
E14000572,age81,653
E14000572,age82,557
E14000572,age83,524
E14000572,age84,517
E14000572,age85,458
E14000572,age86,422
E14000572,age87,318
E14000572,age88,281
E14000572,age89,240
E14000572,age90,210
E14000572,age91,162
E14000572,age92,132
E14000572,age93,108
E14000572,age94,99
E14000572,age95,59
E14000572,age96,48
E14000572,age97,31
E14000572,age98,30
E14000572,age99,18
E14000572,over100,16
E14000573,under1,839
E14000573,age1,852
E14000573,age2,910
E14000573,age3,881
E14000573,age4,925
E14000573,age5,921
E14000573,age6,948
E14000573,age7,914
E14000573,age8,921
E14000573,age9,966
E14000573,age10,892
E14000573,age11,958
E14000573,age12,978
E14000573,age13,918
E14000573,age14,868
E14000573,age15,927
E14000573,age16,943
E14000573,age17,874
E14000573,age18,790
E14000573,age19,696
E14000573,age20,797
E14000573,age21,777
E14000573,age22,902
E14000573,age23,951
E14000573,age24,1022
E14000573,age25,961
E14000573,age26,951
E14000573,age27,991
E14000573,age28,1085
E14000573,age29,1171
E14000573,age30,1126
E14000573,age31,1171
E14000573,age32,1118
E14000573,age33,1136
E14000573,age34,1104
E14000573,age35,1100
E14000573,age36,1047
E14000573,age37,965
E14000573,age38,1020
E14000573,age39,921
E14000573,age40,960
E14000573,age41,962
E14000573,age42,891
E14000573,age43,859
E14000573,age44,860
E14000573,age45,840
E14000573,age46,873
E14000573,age47,951
E14000573,age48,1030
E14000573,age49,1137
E14000573,age50,1127
E14000573,age51,1163
E14000573,age52,1211
E14000573,age53,1197
E14000573,age54,1256
E14000573,age55,1291
E14000573,age56,1293
E14000573,age57,1284
E14000573,age58,1213
E14000573,age59,1200
E14000573,age60,1169
E14000573,age61,1075
E14000573,age62,1086
E14000573,age63,1045
E14000573,age64,1002
E14000573,age65,991
E14000573,age66,874
E14000573,age67,845
E14000573,age68,786
E14000573,age69,771
E14000573,age70,785
E14000573,age71,798
E14000573,age72,862
E14000573,age73,947
E14000573,age74,875
E14000573,age75,641
E14000573,age76,706
E14000573,age77,644
E14000573,age78,597
E14000573,age79,511
E14000573,age80,473
E14000573,age81,475
E14000573,age82,470
E14000573,age83,420
E14000573,age84,388
E14000573,age85,328
E14000573,age86,281
E14000573,age87,237
E14000573,age88,201
E14000573,age89,218
E14000573,age90,151
E14000573,age91,130
E14000573,age92,105
E14000573,age93,72
E14000573,age94,49
E14000573,age95,54
E14000573,age96,47
E14000573,age97,18
E14000573,age98,12
E14000573,age99,12
E14000573,over100,18
E14000574,under1,806
E14000574,age1,816
E14000574,age2,852
E14000574,age3,879
E14000574,age4,920
E14000574,age5,927
E14000574,age6,936
E14000574,age7,960
E14000574,age8,955
E14000574,age9,981
E14000574,age10,1074
E14000574,age11,977
E14000574,age12,966
E14000574,age13,948
E14000574,age14,958
E14000574,age15,865
E14000574,age16,891
E14000574,age17,867
E14000574,age18,755
E14000574,age19,683
E14000574,age20,697
E14000574,age21,686
E14000574,age22,820
E14000574,age23,882
E14000574,age24,943
E14000574,age25,884
E14000574,age26,939
E14000574,age27,983
E14000574,age28,980
E14000574,age29,1019
E14000574,age30,1043
E14000574,age31,1020
E14000574,age32,1047
E14000574,age33,1072
E14000574,age34,1052
E14000574,age35,1071
E14000574,age36,1078
E14000574,age37,1119
E14000574,age38,1128
E14000574,age39,1079
E14000574,age40,1130
E14000574,age41,1149
E14000574,age42,1034
E14000574,age43,966
E14000574,age44,981
E14000574,age45,1037
E14000574,age46,1036
E14000574,age47,1089
E14000574,age48,1073
E14000574,age49,1311
E14000574,age50,1289
E14000574,age51,1261
E14000574,age52,1286
E14000574,age53,1342
E14000574,age54,1364
E14000574,age55,1345
E14000574,age56,1349
E14000574,age57,1309
E14000574,age58,1347
E14000574,age59,1319
E14000574,age60,1220
E14000574,age61,1167
E14000574,age62,1165
E14000574,age63,1195
E14000574,age64,1137
E14000574,age65,1069
E14000574,age66,1108
E14000574,age67,1060
E14000574,age68,1037
E14000574,age69,1019
E14000574,age70,1006
E14000574,age71,1077
E14000574,age72,1150
E14000574,age73,1207
E14000574,age74,1169
E14000574,age75,869
E14000574,age76,925
E14000574,age77,854
E14000574,age78,680
E14000574,age79,632
E14000574,age80,678
E14000574,age81,645
E14000574,age82,645
E14000574,age83,630
E14000574,age84,481
E14000574,age85,454
E14000574,age86,365
E14000574,age87,371
E14000574,age88,311
E14000574,age89,261
E14000574,age90,215
E14000574,age91,157
E14000574,age92,131
E14000574,age93,100
E14000574,age94,82
E14000574,age95,62
E14000574,age96,26
E14000574,age97,26
E14000574,age98,18
E14000574,age99,18
E14000574,over100,20
E14000575,under1,797
E14000575,age1,795
E14000575,age2,926
E14000575,age3,945
E14000575,age4,944
E14000575,age5,967
E14000575,age6,903
E14000575,age7,996
E14000575,age8,990
E14000575,age9,974
E14000575,age10,988
E14000575,age11,936
E14000575,age12,983
E14000575,age13,942
E14000575,age14,929
E14000575,age15,976
E14000575,age16,904
E14000575,age17,957
E14000575,age18,868
E14000575,age19,752
E14000575,age20,803
E14000575,age21,784
E14000575,age22,834
E14000575,age23,912
E14000575,age24,929
E14000575,age25,981
E14000575,age26,981
E14000575,age27,1038
E14000575,age28,1028
E14000575,age29,1101
E14000575,age30,1107
E14000575,age31,968
E14000575,age32,1029
E14000575,age33,1094
E14000575,age34,1050
E14000575,age35,1028
E14000575,age36,1066
E14000575,age37,1029
E14000575,age38,1063
E14000575,age39,1043
E14000575,age40,1001
E14000575,age41,1088
E14000575,age42,1003
E14000575,age43,897
E14000575,age44,969
E14000575,age45,987
E14000575,age46,1076
E14000575,age47,1048
E14000575,age48,1153
E14000575,age49,1172
E14000575,age50,1174
E14000575,age51,1127
E14000575,age52,1221
E14000575,age53,1228
E14000575,age54,1215
E14000575,age55,1283
E14000575,age56,1272
E14000575,age57,1237
E14000575,age58,1092
E14000575,age59,1330
E14000575,age60,1130
E14000575,age61,1141
E14000575,age62,1160
E14000575,age63,1128
E14000575,age64,1156
E14000575,age65,1068
E14000575,age66,1062
E14000575,age67,1040
E14000575,age68,1088
E14000575,age69,1081
E14000575,age70,1055
E14000575,age71,1095
E14000575,age72,1067
E14000575,age73,1256
E14000575,age74,1134
E14000575,age75,809
E14000575,age76,867
E14000575,age77,749
E14000575,age78,677
E14000575,age79,541
E14000575,age80,483
E14000575,age81,481
E14000575,age82,440
E14000575,age83,423
E14000575,age84,393
E14000575,age85,285
E14000575,age86,313
E14000575,age87,219
E14000575,age88,212
E14000575,age89,193
E14000575,age90,176
E14000575,age91,126
E14000575,age92,104
E14000575,age93,67
E14000575,age94,63
E14000575,age95,46
E14000575,age96,38
E14000575,age97,25
E14000575,age98,16
E14000575,age99,7
E14000575,over100,16
E14000576,under1,995
E14000576,age1,1048
E14000576,age2,1074
E14000576,age3,1047
E14000576,age4,1088
E14000576,age5,1167
E14000576,age6,1137
E14000576,age7,1095
E14000576,age8,1206
E14000576,age9,1253
E14000576,age10,1159
E14000576,age11,1223
E14000576,age12,1159
E14000576,age13,1115
E14000576,age14,1127
E14000576,age15,1060
E14000576,age16,1029
E14000576,age17,1084
E14000576,age18,989
E14000576,age19,981
E14000576,age20,1037
E14000576,age21,1031
E14000576,age22,1091
E14000576,age23,1069
E14000576,age24,1180
E14000576,age25,1239
E14000576,age26,1190
E14000576,age27,1246
E14000576,age28,1218
E14000576,age29,1365
E14000576,age30,1382
E14000576,age31,1377
E14000576,age32,1432
E14000576,age33,1377
E14000576,age34,1332
E14000576,age35,1340
E14000576,age36,1318
E14000576,age37,1294
E14000576,age38,1302
E14000576,age39,1264
E14000576,age40,1317
E14000576,age41,1305
E14000576,age42,1237
E14000576,age43,1120
E14000576,age44,1159
E14000576,age45,1120
E14000576,age46,1233
E14000576,age47,1280
E14000576,age48,1331
E14000576,age49,1387
E14000576,age50,1509
E14000576,age51,1444
E14000576,age52,1585
E14000576,age53,1545
E14000576,age54,1482
E14000576,age55,1589
E14000576,age56,1621
E14000576,age57,1540
E14000576,age58,1484
E14000576,age59,1554
E14000576,age60,1433
E14000576,age61,1446
E14000576,age62,1378
E14000576,age63,1404
E14000576,age64,1388
E14000576,age65,1320
E14000576,age66,1344
E14000576,age67,1328
E14000576,age68,1325
E14000576,age69,1332
E14000576,age70,1346
E14000576,age71,1460
E14000576,age72,1543
E14000576,age73,1633
E14000576,age74,1642
E14000576,age75,1239
E14000576,age76,1304
E14000576,age77,1193
E14000576,age78,1118
E14000576,age79,904
E14000576,age80,864
E14000576,age81,859
E14000576,age82,801
E14000576,age83,806
E14000576,age84,702
E14000576,age85,659
E14000576,age86,565
E14000576,age87,472
E14000576,age88,414
E14000576,age89,404
E14000576,age90,365
E14000576,age91,277
E14000576,age92,222
E14000576,age93,189
E14000576,age94,150
E14000576,age95,104
E14000576,age96,77
E14000576,age97,63
E14000576,age98,37
E14000576,age99,30
E14000576,over100,57
E14000577,under1,1000
E14000577,age1,1007
E14000577,age2,1057
E14000577,age3,1023
E14000577,age4,1042
E14000577,age5,1125
E14000577,age6,1066
E14000577,age7,1093
E14000577,age8,1109
E14000577,age9,1178
E14000577,age10,1128
E14000577,age11,1093
E14000577,age12,1103
E14000577,age13,1145
E14000577,age14,1069
E14000577,age15,1109
E14000577,age16,1015
E14000577,age17,974
E14000577,age18,875
E14000577,age19,788
E14000577,age20,821
E14000577,age21,978
E14000577,age22,1030
E14000577,age23,1081
E14000577,age24,1198
E14000577,age25,1192
E14000577,age26,1397
E14000577,age27,1298
E14000577,age28,1351
E14000577,age29,1383
E14000577,age30,1403
E14000577,age31,1339
E14000577,age32,1324
E14000577,age33,1278
E14000577,age34,1282
E14000577,age35,1291
E14000577,age36,1239
E14000577,age37,1174
E14000577,age38,1229
E14000577,age39,1105
E14000577,age40,1146
E14000577,age41,1146
E14000577,age42,1060
E14000577,age43,984
E14000577,age44,1062
E14000577,age45,1163
E14000577,age46,1137
E14000577,age47,1219
E14000577,age48,1424
E14000577,age49,1455
E14000577,age50,1551
E14000577,age51,1458
E14000577,age52,1642
E14000577,age53,1624
E14000577,age54,1618
E14000577,age55,1576
E14000577,age56,1564
E14000577,age57,1574
E14000577,age58,1501
E14000577,age59,1394
E14000577,age60,1394
E14000577,age61,1387
E14000577,age62,1341
E14000577,age63,1288
E14000577,age64,1271
E14000577,age65,1148
E14000577,age66,1160
E14000577,age67,1144
E14000577,age68,1072
E14000577,age69,1062
E14000577,age70,1109
E14000577,age71,1116
E14000577,age72,1073
E14000577,age73,1147
E14000577,age74,1158
E14000577,age75,983
E14000577,age76,1035
E14000577,age77,918
E14000577,age78,818
E14000577,age79,674
E14000577,age80,618
E14000577,age81,525
E14000577,age82,583
E14000577,age83,516
E14000577,age84,458
E14000577,age85,389
E14000577,age86,344
E14000577,age87,310
E14000577,age88,257
E14000577,age89,189
E14000577,age90,184
E14000577,age91,152
E14000577,age92,127
E14000577,age93,75
E14000577,age94,70
E14000577,age95,56
E14000577,age96,45
E14000577,age97,30
E14000577,age98,20
E14000577,age99,15
E14000577,over100,22
E14000578,under1,1148
E14000578,age1,1279
E14000578,age2,1266
E14000578,age3,1307
E14000578,age4,1283
E14000578,age5,1294
E14000578,age6,1354
E14000578,age7,1387
E14000578,age8,1428
E14000578,age9,1393
E14000578,age10,1401
E14000578,age11,1487
E14000578,age12,1395
E14000578,age13,1370
E14000578,age14,1373
E14000578,age15,1325
E14000578,age16,1329
E14000578,age17,1345
E14000578,age18,1106
E14000578,age19,1036
E14000578,age20,1055
E14000578,age21,1117
E14000578,age22,1154
E14000578,age23,1217
E14000578,age24,1209
E14000578,age25,1183
E14000578,age26,1172
E14000578,age27,1252
E14000578,age28,1229
E14000578,age29,1280
E14000578,age30,1420
E14000578,age31,1339
E14000578,age32,1362
E14000578,age33,1496
E14000578,age34,1337
E14000578,age35,1437
E14000578,age36,1420
E14000578,age37,1282
E14000578,age38,1427
E14000578,age39,1254
E14000578,age40,1349
E14000578,age41,1413
E14000578,age42,1177
E14000578,age43,1278
E14000578,age44,1084
E14000578,age45,1206
E14000578,age46,1213
E14000578,age47,1245
E14000578,age48,1336
E14000578,age49,1478
E14000578,age50,1315
E14000578,age51,1351
E14000578,age52,1341
E14000578,age53,1369
E14000578,age54,1385
E14000578,age55,1388
E14000578,age56,1323
E14000578,age57,1249
E14000578,age58,1280
E14000578,age59,1265
E14000578,age60,1209
E14000578,age61,1112
E14000578,age62,1045
E14000578,age63,1027
E14000578,age64,1075
E14000578,age65,954
E14000578,age66,936
E14000578,age67,943
E14000578,age68,959
E14000578,age69,895
E14000578,age70,909
E14000578,age71,1046
E14000578,age72,940
E14000578,age73,1016
E14000578,age74,1013
E14000578,age75,723
E14000578,age76,759
E14000578,age77,691
E14000578,age78,706
E14000578,age79,572
E14000578,age80,536
E14000578,age81,511
E14000578,age82,517
E14000578,age83,513
E14000578,age84,401
E14000578,age85,342
E14000578,age86,331
E14000578,age87,222
E14000578,age88,232
E14000578,age89,209
E14000578,age90,174
E14000578,age91,152
E14000578,age92,122
E14000578,age93,85
E14000578,age94,61
E14000578,age95,45
E14000578,age96,39
E14000578,age97,21
E14000578,age98,14
E14000578,age99,18
E14000578,over100,18
E14000579,under1,1601
E14000579,age1,1604
E14000579,age2,1498
E14000579,age3,1492
E14000579,age4,1657
E14000579,age5,1601
E14000579,age6,1706
E14000579,age7,1741
E14000579,age8,1758
E14000579,age9,1786
E14000579,age10,1808
E14000579,age11,1754
E14000579,age12,1685
E14000579,age13,1796
E14000579,age14,1651
E14000579,age15,1571
E14000579,age16,1586
E14000579,age17,1591
E14000579,age18,1527
E14000579,age19,1431
E14000579,age20,1293
E14000579,age21,1362
E14000579,age22,1378
E14000579,age23,1414
E14000579,age24,1444
E14000579,age25,1321
E14000579,age26,1384
E14000579,age27,1339
E14000579,age28,1452
E14000579,age29,1524
E14000579,age30,1593
E14000579,age31,1579
E14000579,age32,1597
E14000579,age33,1580
E14000579,age34,1484
E14000579,age35,1591
E14000579,age36,1545
E14000579,age37,1580
E14000579,age38,1546
E14000579,age39,1465
E14000579,age40,1425
E14000579,age41,1496
E14000579,age42,1390
E14000579,age43,1309
E14000579,age44,1306
E14000579,age45,1283
E14000579,age46,1315
E14000579,age47,1394
E14000579,age48,1452
E14000579,age49,1423
E14000579,age50,1466
E14000579,age51,1497
E14000579,age52,1341
E14000579,age53,1461
E14000579,age54,1403
E14000579,age55,1382
E14000579,age56,1363
E14000579,age57,1329
E14000579,age58,1226
E14000579,age59,1217
E14000579,age60,1155
E14000579,age61,1099
E14000579,age62,1099
E14000579,age63,1077
E14000579,age64,1022
E14000579,age65,928
E14000579,age66,967
E14000579,age67,868
E14000579,age68,930
E14000579,age69,854
E14000579,age70,825
E14000579,age71,894
E14000579,age72,873
E14000579,age73,940
E14000579,age74,945
E14000579,age75,702
E14000579,age76,719
E14000579,age77,652
E14000579,age78,617
E14000579,age79,592
E14000579,age80,471
E14000579,age81,472
E14000579,age82,458
E14000579,age83,373
E14000579,age84,335
E14000579,age85,297
E14000579,age86,272
E14000579,age87,227
E14000579,age88,207
E14000579,age89,150
E14000579,age90,149
E14000579,age91,112
E14000579,age92,84
E14000579,age93,61
E14000579,age94,57
E14000579,age95,35
E14000579,age96,33
E14000579,age97,18
E14000579,age98,13
E14000579,age99,15
E14000579,over100,16
E14000580,under1,979
E14000580,age1,1038
E14000580,age2,999
E14000580,age3,1069
E14000580,age4,1147
E14000580,age5,1144
E14000580,age6,1178
E14000580,age7,1171
E14000580,age8,1228
E14000580,age9,1308
E14000580,age10,1209
E14000580,age11,1212
E14000580,age12,1312
E14000580,age13,1158
E14000580,age14,1165
E14000580,age15,1263
E14000580,age16,1165
E14000580,age17,1112
E14000580,age18,928
E14000580,age19,828
E14000580,age20,804
E14000580,age21,903
E14000580,age22,996
E14000580,age23,1014
E14000580,age24,1078
E14000580,age25,1029
E14000580,age26,1111
E14000580,age27,1151
E14000580,age28,1203
E14000580,age29,1241
E14000580,age30,1316
E14000580,age31,1246
E14000580,age32,1346
E14000580,age33,1235
E14000580,age34,1287
E14000580,age35,1358
E14000580,age36,1334
E14000580,age37,1293
E14000580,age38,1226
E14000580,age39,1249
E14000580,age40,1422
E14000580,age41,1288
E14000580,age42,1175
E14000580,age43,1135
E14000580,age44,1212
E14000580,age45,1135
E14000580,age46,1243
E14000580,age47,1262
E14000580,age48,1309
E14000580,age49,1395
E14000580,age50,1469
E14000580,age51,1383
E14000580,age52,1560
E14000580,age53,1411
E14000580,age54,1484
E14000580,age55,1513
E14000580,age56,1513
E14000580,age57,1499
E14000580,age58,1367
E14000580,age59,1338
E14000580,age60,1307
E14000580,age61,1272
E14000580,age62,1221
E14000580,age63,1245
E14000580,age64,1151
E14000580,age65,1040
E14000580,age66,1078
E14000580,age67,1166
E14000580,age68,1018
E14000580,age69,1096
E14000580,age70,1005
E14000580,age71,1053
E14000580,age72,1066
E14000580,age73,1266
E14000580,age74,1177
E14000580,age75,825
E14000580,age76,888
E14000580,age77,840
E14000580,age78,740
E14000580,age79,649
E14000580,age80,593
E14000580,age81,587
E14000580,age82,507
E14000580,age83,506
E14000580,age84,374
E14000580,age85,366
E14000580,age86,305
E14000580,age87,288
E14000580,age88,257
E14000580,age89,243
E14000580,age90,188
E14000580,age91,167
E14000580,age92,114
E14000580,age93,89
E14000580,age94,88
E14000580,age95,64
E14000580,age96,30
E14000580,age97,30
E14000580,age98,18
E14000580,age99,15
E14000580,over100,24
E14000581,under1,1089
E14000581,age1,1179
E14000581,age2,1150
E14000581,age3,1227
E14000581,age4,1234
E14000581,age5,1238
E14000581,age6,1244
E14000581,age7,1273
E14000581,age8,1206
E14000581,age9,1158
E14000581,age10,1211
E14000581,age11,1166
E14000581,age12,1189
E14000581,age13,1111
E14000581,age14,1160
E14000581,age15,1078
E14000581,age16,1198
E14000581,age17,1075
E14000581,age18,981
E14000581,age19,870
E14000581,age20,1056
E14000581,age21,1051
E14000581,age22,1177
E14000581,age23,1255
E14000581,age24,1215
E14000581,age25,1245
E14000581,age26,1293
E14000581,age27,1225
E14000581,age28,1424
E14000581,age29,1532
E14000581,age30,1575
E14000581,age31,1537
E14000581,age32,1490
E14000581,age33,1421
E14000581,age34,1407
E14000581,age35,1551
E14000581,age36,1408
E14000581,age37,1353
E14000581,age38,1279
E14000581,age39,1364
E14000581,age40,1282
E14000581,age41,1365
E14000581,age42,1234
E14000581,age43,1114
E14000581,age44,1065
E14000581,age45,1114
E14000581,age46,1047
E14000581,age47,1189
E14000581,age48,1345
E14000581,age49,1416
E14000581,age50,1407
E14000581,age51,1450
E14000581,age52,1563
E14000581,age53,1394
E14000581,age54,1483
E14000581,age55,1327
E14000581,age56,1601
E14000581,age57,1549
E14000581,age58,1636
E14000581,age59,1569
E14000581,age60,1515
E14000581,age61,1345
E14000581,age62,1349
E14000581,age63,1270
E14000581,age64,1232
E14000581,age65,1168
E14000581,age66,1170
E14000581,age67,1105
E14000581,age68,943
E14000581,age69,1014
E14000581,age70,944
E14000581,age71,858
E14000581,age72,936
E14000581,age73,915
E14000581,age74,915
E14000581,age75,664
E14000581,age76,736
E14000581,age77,660
E14000581,age78,623
E14000581,age79,510
E14000581,age80,552
E14000581,age81,506
E14000581,age82,527
E14000581,age83,449
E14000581,age84,391
E14000581,age85,351
E14000581,age86,313
E14000581,age87,285
E14000581,age88,229
E14000581,age89,191
E14000581,age90,174
E14000581,age91,117
E14000581,age92,106
E14000581,age93,71
E14000581,age94,66
E14000581,age95,40
E14000581,age96,33
E14000581,age97,19
E14000581,age98,16
E14000581,age99,11
E14000581,over100,16
E14000582,under1,963
E14000582,age1,1072
E14000582,age2,1039
E14000582,age3,1168
E14000582,age4,1044
E14000582,age5,1155
E14000582,age6,1141
E14000582,age7,1173
E14000582,age8,1213
E14000582,age9,1290
E14000582,age10,1252
E14000582,age11,1326
E14000582,age12,1318
E14000582,age13,1292
E14000582,age14,1152
E14000582,age15,1240
E14000582,age16,1234
E14000582,age17,1114
E14000582,age18,1118
E14000582,age19,939
E14000582,age20,932
E14000582,age21,1026
E14000582,age22,1136
E14000582,age23,1126
E14000582,age24,1153
E14000582,age25,1177
E14000582,age26,1170
E14000582,age27,1256
E14000582,age28,1268
E14000582,age29,1284
E14000582,age30,1347
E14000582,age31,1277
E14000582,age32,1339
E14000582,age33,1366
E14000582,age34,1349
E14000582,age35,1319
E14000582,age36,1302
E14000582,age37,1309
E14000582,age38,1241
E14000582,age39,1269
E14000582,age40,1277
E14000582,age41,1238
E14000582,age42,1234
E14000582,age43,1175
E14000582,age44,1157
E14000582,age45,1252
E14000582,age46,1291
E14000582,age47,1309
E14000582,age48,1415
E14000582,age49,1496
E14000582,age50,1516
E14000582,age51,1505
E14000582,age52,1549
E14000582,age53,1550
E14000582,age54,1561
E14000582,age55,1646
E14000582,age56,1657
E14000582,age57,1648
E14000582,age58,1555
E14000582,age59,1617
E14000582,age60,1561
E14000582,age61,1463
E14000582,age62,1464
E14000582,age63,1512
E14000582,age64,1432
E14000582,age65,1404
E14000582,age66,1323
E14000582,age67,1350
E14000582,age68,1343
E14000582,age69,1310
E14000582,age70,1388
E14000582,age71,1405
E14000582,age72,1345
E14000582,age73,1420
E14000582,age74,1471
E14000582,age75,1173
E14000582,age76,1164
E14000582,age77,1084
E14000582,age78,949
E14000582,age79,809
E14000582,age80,767
E14000582,age81,782
E14000582,age82,729
E14000582,age83,593
E14000582,age84,559
E14000582,age85,522
E14000582,age86,419
E14000582,age87,373
E14000582,age88,360
E14000582,age89,318
E14000582,age90,267
E14000582,age91,237
E14000582,age92,195
E14000582,age93,144
E14000582,age94,104
E14000582,age95,60
E14000582,age96,56
E14000582,age97,36
E14000582,age98,23
E14000582,age99,21
E14000582,over100,23
E14000583,under1,979
E14000583,age1,1061
E14000583,age2,1048
E14000583,age3,1112
E14000583,age4,1164
E14000583,age5,1154
E14000583,age6,1162
E14000583,age7,1143
E14000583,age8,1248
E14000583,age9,1247
E14000583,age10,1249
E14000583,age11,1195
E14000583,age12,1205
E14000583,age13,1189
E14000583,age14,1224
E14000583,age15,1157
E14000583,age16,1179
E14000583,age17,1107
E14000583,age18,1007
E14000583,age19,819
E14000583,age20,798
E14000583,age21,864
E14000583,age22,1042
E14000583,age23,993
E14000583,age24,1081
E14000583,age25,1181
E14000583,age26,1218
E14000583,age27,1291
E14000583,age28,1262
E14000583,age29,1372
E14000583,age30,1403
E14000583,age31,1435
E14000583,age32,1320
E14000583,age33,1376
E14000583,age34,1319
E14000583,age35,1385
E14000583,age36,1359
E14000583,age37,1271
E14000583,age38,1302
E14000583,age39,1365
E14000583,age40,1356
E14000583,age41,1308
E14000583,age42,1293
E14000583,age43,1153
E14000583,age44,1206
E14000583,age45,1318
E14000583,age46,1311
E14000583,age47,1349
E14000583,age48,1453
E14000583,age49,1536
E14000583,age50,1611
E14000583,age51,1571
E14000583,age52,1606
E14000583,age53,1609
E14000583,age54,1621
E14000583,age55,1659
E14000583,age56,1520
E14000583,age57,1485
E14000583,age58,1518
E14000583,age59,1550
E14000583,age60,1490
E14000583,age61,1424
E14000583,age62,1358
E14000583,age63,1332
E14000583,age64,1248
E14000583,age65,1231
E14000583,age66,1125
E14000583,age67,1290
E14000583,age68,1275
E14000583,age69,1209
E14000583,age70,1296
E14000583,age71,1291
E14000583,age72,1405
E14000583,age73,1399
E14000583,age74,1314
E14000583,age75,1068
E14000583,age76,1153
E14000583,age77,1002
E14000583,age78,909
E14000583,age79,717
E14000583,age80,719
E14000583,age81,664
E14000583,age82,650
E14000583,age83,607
E14000583,age84,487
E14000583,age85,451
E14000583,age86,403
E14000583,age87,340
E14000583,age88,319
E14000583,age89,262
E14000583,age90,264
E14000583,age91,199
E14000583,age92,187
E14000583,age93,115
E14000583,age94,101
E14000583,age95,73
E14000583,age96,54
E14000583,age97,35
E14000583,age98,20
E14000583,age99,16
E14000583,over100,16
E14000584,under1,1047
E14000584,age1,1004
E14000584,age2,1070
E14000584,age3,1105
E14000584,age4,1198
E14000584,age5,1208
E14000584,age6,1172
E14000584,age7,1283
E14000584,age8,1242
E14000584,age9,1343
E14000584,age10,1262
E14000584,age11,1222
E14000584,age12,1213
E14000584,age13,1224
E14000584,age14,1076
E14000584,age15,1019
E14000584,age16,1061
E14000584,age17,1026
E14000584,age18,1026
E14000584,age19,1219
E14000584,age20,1408
E14000584,age21,1379
E14000584,age22,1364
E14000584,age23,1394
E14000584,age24,1324
E14000584,age25,1298
E14000584,age26,1361
E14000584,age27,1295
E14000584,age28,1420
E14000584,age29,1365
E14000584,age30,1410
E14000584,age31,1486
