code,category,value
E14000652,skilledTrade,5330
E14000652,service,6828
E14000652,sales,5601
E14000652,manual,5531
E14000652,elementary,7836
E14000653,N/A,58273
E14000653,management,6508
E14000653,professional,9346
E14000653,technical,6606
E14000653,admin,4960
E14000653,skilledTrade,5256
E14000653,service,5183
E14000653,sales,4355
E14000653,manual,5570
E14000653,elementary,8100
E14000654,N/A,63620
E14000654,management,7247
E14000654,professional,13993
E14000654,technical,8667
E14000654,admin,6205
E14000654,skilledTrade,5419
E14000654,service,6191
E14000654,sales,4341
E14000654,manual,3499
E14000654,elementary,5694
E14000655,N/A,76962
E14000655,management,7351
E14000655,professional,14113
E14000655,technical,9091
E14000655,admin,6748
E14000655,skilledTrade,6058
E14000655,service,7549
E14000655,sales,6022
E14000655,manual,4779
E14000655,elementary,7979
E14000656,N/A,60730
E14000656,management,9516
E14000656,professional,15242
E14000656,technical,8981
E14000656,admin,6380
E14000656,skilledTrade,4486
E14000656,service,4508
E14000656,sales,3372
E14000656,manual,2487
E14000656,elementary,3482
E14000657,N/A,64084
E14000657,management,4736
E14000657,professional,8451
E14000657,technical,5497
E14000657,admin,5726
E14000657,skilledTrade,6101
E14000657,service,5534
E14000657,sales,4027
E14000657,manual,4657
E14000657,elementary,6987
E14000658,N/A,50365
E14000658,management,4000
E14000658,professional,6694
E14000658,technical,4935
E14000658,admin,4242
E14000658,skilledTrade,4314
E14000658,service,4332
E14000658,sales,4194
E14000658,manual,3433
E14000658,elementary,5686
E14000659,N/A,61357
E14000659,management,8051
E14000659,professional,12632
E14000659,technical,8080
E14000659,admin,7117
E14000659,skilledTrade,6462
E14000659,service,5022
E14000659,sales,4242
E14000659,manual,4185
E14000659,elementary,5537
E14000660,N/A,53761
E14000660,management,8862
E14000660,professional,10178
E14000660,technical,7245
E14000660,admin,5295
E14000660,skilledTrade,5793
E14000660,service,3793
E14000660,sales,3104
E14000660,manual,3501
E14000660,elementary,6050
E14000661,N/A,45550
E14000661,management,4296
E14000661,professional,6606
E14000661,technical,5457
E14000661,admin,4962
E14000661,skilledTrade,4854
E14000661,service,4345
E14000661,sales,4054
E14000661,manual,3463
E14000661,elementary,4237
E14000662,N/A,55237
E14000662,management,4502
E14000662,professional,9970
E14000662,technical,5817
E14000662,admin,4125
E14000662,skilledTrade,4331
E14000662,service,4888
E14000662,sales,3986
E14000662,manual,4097
E14000662,elementary,6282
E14000663,N/A,68909
E14000663,management,3752
E14000663,professional,7554
E14000663,technical,4872
E14000663,admin,3790
E14000663,skilledTrade,4692
E14000663,service,5333
E14000663,sales,4496
E14000663,manual,6219
E14000663,elementary,8901
E14000664,N/A,43204
E14000664,management,6465
E14000664,professional,7890
E14000664,technical,4269
E14000664,admin,3134
E14000664,skilledTrade,5054
E14000664,service,2955
E14000664,sales,2065
E14000664,manual,2481
E14000664,elementary,3310
E14000665,N/A,52373
E14000665,management,7705
E14000665,professional,8154
E14000665,technical,9355
E14000665,admin,5365
E14000665,skilledTrade,6054
E14000665,service,4620
E14000665,sales,2931
E14000665,manual,2702
E14000665,elementary,4560
E14000666,N/A,64999
E14000666,management,6279
E14000666,professional,8486
E14000666,technical,6094
E14000666,admin,4415
E14000666,skilledTrade,5476
E14000666,service,4369
E14000666,sales,4066
E14000666,manual,4684
E14000666,elementary,4774
E14000667,N/A,56545
E14000667,management,5269
E14000667,professional,6345
E14000667,technical,5134
E14000667,admin,4215
E14000667,skilledTrade,5486
E14000667,service,4834
E14000667,sales,3767
E14000667,manual,4219
E14000667,elementary,5900
E14000668,N/A,58653
E14000668,management,4392
E14000668,professional,6287
E14000668,technical,4945
E14000668,admin,4085
E14000668,skilledTrade,5118
E14000668,service,4504
E14000668,sales,4312
E14000668,manual,5423
E14000668,elementary,9838
E14000669,N/A,55050
E14000669,management,4368
E14000669,professional,5025
E14000669,technical,4594
E14000669,admin,3823
E14000669,skilledTrade,5490
E14000669,service,4853
E14000669,sales,4134
E14000669,manual,4513
E14000669,elementary,6986
E14000670,N/A,57475
E14000670,management,5015
E14000670,professional,6363
E14000670,technical,6676
E14000670,admin,4198
E14000670,skilledTrade,5093
E14000670,service,5761
E14000670,sales,3567
E14000670,manual,3390
E14000670,elementary,4527
E14000671,N/A,48881
E14000671,management,3478
E14000671,professional,5682
E14000671,technical,4096
E14000671,admin,3922
E14000671,skilledTrade,4802
E14000671,service,3845
E14000671,sales,3250
E14000671,manual,3966
E14000671,elementary,4329
E14000672,N/A,45234
E14000672,management,3619
E14000672,professional,5769
E14000672,technical,4149
E14000672,admin,3778
E14000672,skilledTrade,4745
E14000672,service,3693
E14000672,sales,3177
E14000672,manual,3352
E14000672,elementary,4077
E14000673,N/A,52566
E14000673,management,9537
E14000673,professional,19101
E14000673,technical,11465
E14000673,admin,4020
E14000673,skilledTrade,3158
E14000673,service,4445
E14000673,sales,2792
E14000673,manual,2010
E14000673,elementary,4783
E14000674,N/A,61973
E14000674,management,12027
E14000674,professional,19433
E14000674,technical,11305
E14000674,admin,4910
E14000674,skilledTrade,4551
E14000674,service,4202
E14000674,sales,3414
E14000674,manual,2549
E14000674,elementary,4849
E14000675,N/A,69612
E14000675,management,6902
E14000675,professional,11490
E14000675,technical,7056
E14000675,admin,5476
E14000675,skilledTrade,7011
E14000675,service,5189
E14000675,sales,4864
E14000675,manual,4924
E14000675,elementary,7378
E14000676,N/A,60504
E14000676,management,5218
E14000676,professional,8774
E14000676,technical,5590
E14000676,admin,3837
E14000676,skilledTrade,3993
E14000676,service,3521
E14000676,sales,4496
E14000676,manual,4293
E14000676,elementary,7773
E14000677,N/A,48284
E14000677,management,2796
E14000677,professional,4390
E14000677,technical,3756
E14000677,admin,3177
E14000677,skilledTrade,3917
E14000677,service,3692
E14000677,sales,3673
E14000677,manual,3873
E14000677,elementary,3959
E14000678,N/A,61152
E14000678,management,7046
E14000678,professional,10115
E14000678,technical,6807
E14000678,admin,4696
E14000678,skilledTrade,5882
E14000678,service,5165
E14000678,sales,3892
E14000678,manual,2607
E14000678,elementary,4551
E14000679,N/A,94183
E14000679,management,6592
E14000679,professional,12828
E14000679,technical,8023
E14000679,admin,5945
E14000679,skilledTrade,7454
E14000679,service,6337
E14000679,sales,7597
E14000679,manual,5923
E14000679,elementary,12071
E14000680,N/A,52374
E14000680,management,8944
E14000680,professional,10721
E14000680,technical,7118
E14000680,admin,4616
E14000680,skilledTrade,5745
E14000680,service,4860
E14000680,sales,2803
E14000680,manual,2184
E14000680,elementary,3686
E14000681,N/A,58530
E14000681,management,10431
E14000681,professional,12098
E14000681,technical,8805
E14000681,admin,6024
E14000681,skilledTrade,5532
E14000681,service,4990
E14000681,sales,3101
E14000681,manual,2429
E14000681,elementary,3360
E14000682,N/A,52118
E14000682,management,6005
E14000682,professional,9104
E14000682,technical,6767
E14000682,admin,4577
E14000682,skilledTrade,5695
E14000682,service,5067
E14000682,sales,3653
E14000682,manual,2705
E14000682,elementary,3933
E14000683,N/A,59191
E14000683,management,6214
E14000683,professional,7041
E14000683,technical,5213
E14000683,admin,3786
E14000683,skilledTrade,6087
E14000683,service,4857
E14000683,sales,3460
E14000683,manual,3299
E14000683,elementary,5211
E14000684,N/A,62221
E14000684,management,5357
E14000684,professional,8386
E14000684,technical,5576
E14000684,admin,4246
E14000684,skilledTrade,5219
E14000684,service,6427
E14000684,sales,3985
E14000684,manual,2704
E14000684,elementary,5123
E14000685,N/A,55712
E14000685,management,7928
E14000685,professional,12141
E14000685,technical,8503
E14000685,admin,6287
E14000685,skilledTrade,6743
E14000685,service,5434
E14000685,sales,4434
E14000685,manual,3463
E14000685,elementary,4671
E14000686,N/A,52190
E14000686,management,7938
E14000686,professional,9015
E14000686,technical,6040
E14000686,admin,4060
E14000686,skilledTrade,4921
E14000686,service,3795
E14000686,sales,3142
E14000686,manual,3168
E14000686,elementary,4287
E14000687,N/A,70643
E14000687,management,4320
E14000687,professional,7497
E14000687,technical,4840
E14000687,admin,4334
E14000687,skilledTrade,5204
E14000687,service,5647
E14000687,sales,4309
E14000687,manual,4169
E14000687,elementary,7070
E14000688,N/A,49439
E14000688,management,4933
E14000688,professional,7343
E14000688,technical,5293
E14000688,admin,4088
E14000688,skilledTrade,4337
E14000688,service,4401
E14000688,sales,3898
E14000688,manual,3737
E14000688,elementary,4701
E14000689,N/A,55663
E14000689,management,7710
E14000689,professional,11068
E14000689,technical,7180
E14000689,admin,5119
E14000689,skilledTrade,4657
E14000689,service,3761
E14000689,sales,3084
E14000689,manual,2423
E14000689,elementary,3485
E14000690,N/A,51035
E14000690,management,6522
E14000690,professional,10851
E14000690,technical,6615
E14000690,admin,4558
E14000690,skilledTrade,4170
E14000690,service,4072
E14000690,sales,2763
E14000690,manual,2431
E14000690,elementary,4130
E14000691,N/A,62173
E14000691,management,5681
E14000691,professional,9449
E14000691,technical,5857
E14000691,admin,4764
E14000691,skilledTrade,4628
E14000691,service,4797
E14000691,sales,3647
E14000691,manual,3049
E14000691,elementary,4946
E14000692,N/A,53304
E14000692,management,8296
E14000692,professional,12529
E14000692,technical,7032
E14000692,admin,4706
E14000692,skilledTrade,4565
E14000692,service,3542
E14000692,sales,2739
E14000692,manual,2222
E14000692,elementary,4025
E14000693,N/A,52465
E14000693,management,9215
E14000693,professional,10567
E14000693,technical,7293
E14000693,admin,5992
E14000693,skilledTrade,4931
E14000693,service,3484
E14000693,sales,2729
E14000693,manual,2541
E14000693,elementary,3397
E14000694,N/A,57318
E14000694,management,9956
E14000694,professional,14420
E14000694,technical,8133
E14000694,admin,5619
E14000694,skilledTrade,4462
E14000694,service,4418
E14000694,sales,2737
E14000694,manual,1820
E14000694,elementary,2840
E14000695,N/A,48489
E14000695,management,4896
E14000695,professional,7334
E14000695,technical,5480
E14000695,admin,4626
E14000695,skilledTrade,5872
E14000695,service,4404
E14000695,sales,4008
E14000695,manual,4260
E14000695,elementary,5803
E14000696,N/A,64706
E14000696,management,4944
E14000696,professional,9443
E14000696,technical,6171
E14000696,admin,5237
E14000696,skilledTrade,5198
E14000696,service,6456
E14000696,sales,4381
E14000696,manual,4301
E14000696,elementary,7465
E14000697,N/A,60097
E14000697,management,13307
E14000697,professional,14643
E14000697,technical,8976
E14000697,admin,4655
E14000697,skilledTrade,3651
E14000697,service,3830
E14000697,sales,2565
E14000697,manual,1553
E14000697,elementary,2530
E14000698,N/A,63319
E14000698,management,4848
E14000698,professional,12679
E14000698,technical,6225
E14000698,admin,4570
E14000698,skilledTrade,4683
E14000698,service,5180
E14000698,sales,4561
E14000698,manual,3255
E14000698,elementary,5908
E14000699,N/A,50844
E14000699,management,7026
E14000699,professional,10298
E14000699,technical,8031
E14000699,admin,5340
E14000699,skilledTrade,4976
E14000699,service,4092
E14000699,sales,3565
E14000699,manual,2388
E14000699,elementary,3634
E14000700,N/A,53574
E14000700,management,7537
E14000700,professional,8721
E14000700,technical,6577
E14000700,admin,4753
E14000700,skilledTrade,5571
E14000700,service,4052
E14000700,sales,3229
E14000700,manual,3185
E14000700,elementary,4298
E14000701,N/A,77856
E14000701,management,6470
E14000701,professional,9599
E14000701,technical,6958
E14000701,admin,6393
E14000701,skilledTrade,6566
E14000701,service,6099
E14000701,sales,6532
E14000701,manual,6205
E14000701,elementary,11633
E14000702,N/A,51690
E14000702,management,6057
E14000702,professional,12993
E14000702,technical,7106
E14000702,admin,6271
E14000702,skilledTrade,4988
E14000702,service,4154
E14000702,sales,4181
E14000702,manual,3188
E14000702,elementary,5583
E14000703,N/A,65940
E14000703,management,11209
E14000703,professional,17741
E14000703,technical,8700
E14000703,admin,5060
E14000703,skilledTrade,3878
E14000703,service,4344
E14000703,sales,3135
E14000703,manual,2040
E14000703,elementary,3999
E14000704,N/A,64811
E14000704,management,6699
E14000704,professional,8138
E14000704,technical,7253
E14000704,admin,4604
E14000704,skilledTrade,5895
E14000704,service,5846
E14000704,sales,4115
E14000704,manual,3241
E14000704,elementary,4579
E14000705,N/A,49445
E14000705,management,5530
E14000705,professional,6710
E14000705,technical,5173
E14000705,admin,4070
E14000705,skilledTrade,6054
E14000705,service,4471
E14000705,sales,2777
E14000705,manual,3270
E14000705,elementary,4058
E14000706,N/A,49014
E14000706,management,5680
E14000706,professional,8582
E14000706,technical,5462
E14000706,admin,4066
E14000706,skilledTrade,3886
E14000706,service,3784
E14000706,sales,2699
E14000706,manual,2143
E14000706,elementary,3212
E14000707,N/A,54481
E14000707,management,5882
E14000707,professional,7621
E14000707,technical,5200
E14000707,admin,3977
E14000707,skilledTrade,5483
E14000707,service,4448
E14000707,sales,3158
E14000707,manual,3430
E14000707,elementary,4062
E14000708,N/A,56431
E14000708,management,4514
E14000708,professional,9123
E14000708,technical,5500
E14000708,admin,4838
E14000708,skilledTrade,3817
E14000708,service,4535
E14000708,sales,3888
E14000708,manual,3809
E14000708,elementary,4836
E14000709,N/A,51385
E14000709,management,3427
E14000709,professional,7844
E14000709,technical,4704
E14000709,admin,4013
E14000709,skilledTrade,3639
E14000709,service,4206
E14000709,sales,4141
E14000709,manual,3264
E14000709,elementary,5044
E14000710,N/A,48952
E14000710,management,5268
E14000710,professional,9371
E14000710,technical,6292
E14000710,admin,4645
E14000710,skilledTrade,5052
E14000710,service,4325
E14000710,sales,3724
E14000710,manual,2856
E14000710,elementary,4201
E14000711,N/A,54384
E14000711,management,5288
E14000711,professional,8029
E14000711,technical,6149
E14000711,admin,5083
E14000711,skilledTrade,5552
E14000711,service,4711
E14000711,sales,3893
E14000711,manual,3897
E14000711,elementary,5326
E14000712,N/A,62080
E14000712,management,5719
E14000712,professional,9865
E14000712,technical,7317
E14000712,admin,6502
E14000712,skilledTrade,6688
E14000712,service,7109
E14000712,sales,5322
E14000712,manual,5283
E14000712,elementary,6996
E14000713,N/A,51506
E14000713,management,5004
E14000713,professional,6606
E14000713,technical,6932
E14000713,admin,4845
E14000713,skilledTrade,5376
E14000713,service,5111
E14000713,sales,3545
E14000713,manual,2816
E14000713,elementary,4529
E14000714,N/A,58794
E14000714,management,7457
E14000714,professional,9020
E14000714,technical,6813
E14000714,admin,4888
E14000714,skilledTrade,6190
E14000714,service,5193
E14000714,sales,4015
E14000714,manual,4409
E14000714,elementary,6005
E14000715,N/A,57139
E14000715,management,6005
E14000715,professional,7846
E14000715,technical,6125
E14000715,admin,5188
E14000715,skilledTrade,5590
E14000715,service,4639
E14000715,sales,3797
E14000715,manual,4387
E14000715,elementary,6184
E14000716,N/A,48820
E14000716,management,2706
E14000716,professional,4136
E14000716,technical,3559
E14000716,admin,2861
E14000716,skilledTrade,4171
E14000716,service,4350
E14000716,sales,3202
E14000716,manual,6311
E14000716,elementary,6037
E14000717,N/A,58609
E14000717,management,4037
E14000717,professional,4911
E14000717,technical,4127
E14000717,admin,3743
E14000717,skilledTrade,5220
E14000717,service,5347
E14000717,sales,3722
E14000717,manual,4277
E14000717,elementary,5752
E14000718,N/A,63741
E14000718,management,10210
E14000718,professional,20816
E14000718,technical,11845
E14000718,admin,5026
E14000718,skilledTrade,4207
E14000718,service,5990
E14000718,sales,4304
E14000718,manual,2798
E14000718,elementary,6855
E14000719,N/A,58969
E14000719,management,8789
E14000719,professional,14706
E14000719,technical,7614
E14000719,admin,4134
E14000719,skilledTrade,4223
E14000719,service,4312
E14000719,sales,3209
E14000719,manual,1652
E14000719,elementary,3745
E14000720,N/A,66069
E14000720,management,9448
E14000720,professional,20465
E14000720,technical,13757
E14000720,admin,5484
E14000720,skilledTrade,3354
E14000720,service,4901
E14000720,sales,3546
E14000720,manual,2219
E14000720,elementary,4973
E14000721,N/A,58767
E14000721,management,9198
E14000721,professional,19575
E14000721,technical,13846
E14000721,admin,3984
E14000721,skilledTrade,3114
E14000721,service,4841
E14000721,sales,3645
E14000721,manual,2312
E14000721,elementary,5649
E14000722,N/A,51234
E14000722,management,4324
E14000722,professional,7159
E14000722,technical,5309
E14000722,admin,4602
E14000722,skilledTrade,4814
E14000722,service,3944
E14000722,sales,3482
E14000722,manual,3464
E14000722,elementary,4249
E14000723,N/A,59447
E14000723,management,4579
E14000723,professional,7747
E14000723,technical,5490
E14000723,admin,4441
E14000723,skilledTrade,5052
E14000723,service,4660
E14000723,sales,3840
E14000723,manual,4206
E14000723,elementary,4591
E14000724,N/A,47424
E14000724,management,6807
E14000724,professional,9650
E14000724,technical,5824
E14000724,admin,4211
E14000724,skilledTrade,4777
E14000724,service,3380
E14000724,sales,2711
E14000724,manual,2596
E14000724,elementary,3088
E14000725,N/A,52754
E14000725,management,4302
E14000725,professional,6587
E14000725,technical,5447
E14000725,admin,4472
E14000725,skilledTrade,4471
E14000725,service,4244
E14000725,sales,4755
E14000725,manual,4556
E14000725,elementary,5929
E14000726,N/A,55637
E14000726,management,10104
E14000726,professional,18248
E14000726,technical,11361
E14000726,admin,4507
E14000726,skilledTrade,3311
E14000726,service,4737
E14000726,sales,3511
E14000726,manual,1973
E14000726,elementary,4439
E14000727,N/A,60791
E14000727,management,13577
E14000727,professional,22394
E14000727,technical,12668
E14000727,admin,4175
E14000727,skilledTrade,2571
E14000727,service,4051
E14000727,sales,3093
E14000727,manual,1804
E14000727,elementary,3560
E14000728,N/A,58040
E14000728,management,7508
E14000728,professional,11746
E14000728,technical,6958
E14000728,admin,4954
E14000728,skilledTrade,4925
E14000728,service,4306
E14000728,sales,3659
E14000728,manual,2975
E14000728,elementary,4337
E14000729,N/A,52725
E14000729,management,5984
E14000729,professional,7913
E14000729,technical,5990
E14000729,admin,5615
E14000729,skilledTrade,6107
E14000729,service,5178
E14000729,sales,3956
E14000729,manual,4617
E14000729,elementary,6293
E14000730,N/A,53135
E14000730,management,8758
E14000730,professional,11333
E14000730,technical,7743
E14000730,admin,4522
E14000730,skilledTrade,4615
E14000730,service,4508
E14000730,sales,3660
E14000730,manual,2134
E14000730,elementary,4331
E14000731,N/A,58239
E14000731,management,7226
E14000731,professional,11659
E14000731,technical,5687
E14000731,admin,5330
E14000731,skilledTrade,6205
E14000731,service,3738
E14000731,sales,3946
E14000731,manual,3702
E14000731,elementary,5453
E14000732,N/A,60211
E14000732,management,7281
E14000732,professional,14750
E14000732,technical,6802
E14000732,admin,5307
E14000732,skilledTrade,5105
E14000732,service,4043
E14000732,sales,4345
E14000732,manual,3579
E14000732,elementary,5522
E14000733,N/A,54589
E14000733,management,3348
E14000733,professional,5838
E14000733,technical,4497
E14000733,admin,3391
E14000733,skilledTrade,4736
E14000733,service,4381
E14000733,sales,3613
E14000733,manual,3622
E14000733,elementary,4323
E14000734,N/A,52723
E14000734,management,6499
E14000734,professional,7624
E14000734,technical,5686
E14000734,admin,4178
E14000734,skilledTrade,5338
E14000734,service,4451
E14000734,sales,3011
E14000734,manual,2623
E14000734,elementary,3657
E14000735,N/A,60913
E14000735,management,5736
E14000735,professional,7926
E14000735,technical,6429
E14000735,admin,4512
E14000735,skilledTrade,6176
E14000735,service,6278
E14000735,sales,3934
E14000735,manual,2935
E14000735,elementary,4454
E14000736,N/A,52306
E14000736,management,5154
E14000736,professional,6866
E14000736,technical,5207
E14000736,admin,3893
E14000736,skilledTrade,5735
E14000736,service,4765
E14000736,sales,3586
E14000736,manual,3079
E14000736,elementary,4412
E14000737,N/A,69786
E14000737,management,5607
E14000737,professional,8677
E14000737,technical,5769
E14000737,admin,5282
E14000737,skilledTrade,5472
E14000737,service,5354
E14000737,sales,5704
E14000737,manual,6058
E14000737,elementary,8693
E14000738,N/A,43695
E14000738,management,5096
E14000738,professional,8278
E14000738,technical,5334
E14000738,admin,3759
E14000738,skilledTrade,3673
E14000738,service,3315
E14000738,sales,2776
E14000738,manual,1913
E14000738,elementary,2535
E14000739,N/A,53310
E14000739,management,7763
E14000739,professional,10373
E14000739,technical,7893
E14000739,admin,5471
E14000739,skilledTrade,5638
E14000739,service,4700
E14000739,sales,3880
E14000739,manual,3305
E14000739,elementary,5251
E14000740,N/A,55080
E14000740,management,4830
E14000740,professional,6391
E14000740,technical,5073
E14000740,admin,3919
E14000740,skilledTrade,4897
E14000740,service,4603
E14000740,sales,3394
E14000740,manual,4577
E14000740,elementary,7468
E14000741,N/A,76066
E14000741,management,10326
E14000741,professional,16768
E14000741,technical,8618
E14000741,admin,6090
E14000741,skilledTrade,6425
E14000741,service,5883
E14000741,sales,4563
E14000741,manual,4151
E14000741,elementary,6896
E14000742,N/A,52372
E14000742,management,10321
E14000742,professional,12411
E14000742,technical,7665
E14000742,admin,4521
E14000742,skilledTrade,5187
E14000742,service,3638
E14000742,sales,2539
E14000742,manual,1911
E14000742,elementary,3190
E14000743,N/A,50474
E14000743,management,5673
E14000743,professional,7189
E14000743,technical,5272
E14000743,admin,4229
E14000743,skilledTrade,6349
E14000743,service,4858
E14000743,sales,3663
E14000743,manual,4252
E14000743,elementary,5583
E14000744,N/A,55916
E14000744,management,10229
E14000744,professional,13622
E14000744,technical,9551
E14000744,admin,5924
E14000744,skilledTrade,5154
E14000744,service,4620
E14000744,sales,3300
E14000744,manual,2677
E14000744,elementary,4093
E14000745,N/A,55061
E14000745,management,9198
E14000745,professional,12243
E14000745,technical,7478
E14000745,admin,5665
E14000745,skilledTrade,4607
E14000745,service,4296
E14000745,sales,2997
E14000745,manual,2583
E14000745,elementary,3699
E14000746,N/A,41950
E14000746,management,5639
E14000746,professional,7643
E14000746,technical,4130
E14000746,admin,2872
E14000746,skilledTrade,4014
E14000746,service,3037
E14000746,sales,2334
E14000746,manual,2029
E14000746,elementary,2752
E14000747,N/A,60606
E14000747,management,5312
E14000747,professional,8099
E14000747,technical,5725
E14000747,admin,5146
E14000747,skilledTrade,5260
E14000747,service,5386
E14000747,sales,3923
E14000747,manual,4001
E14000747,elementary,5933
E14000748,N/A,46319
E14000748,management,5873
E14000748,professional,8839
E14000748,technical,5598
E14000748,admin,3694
E14000748,skilledTrade,5209
E14000748,service,4453
E14000748,sales,3120
E14000748,manual,3593
E14000748,elementary,4235
E14000749,N/A,52668
E14000749,management,10148
E14000749,professional,15027
E14000749,technical,8259
E14000749,admin,4182
E14000749,skilledTrade,3478
E14000749,service,3080
E14000749,sales,2494
E14000749,manual,1635
E14000749,elementary,2690
E14000750,N/A,68696
E14000750,management,8748
E14000750,professional,19073
E14000750,technical,10898
E14000750,admin,3818
E14000750,skilledTrade,2430
E14000750,service,4006
E14000750,sales,3373
E14000750,manual,2062
E14000750,elementary,3525
E14000751,N/A,59615
E14000751,management,6947
E14000751,professional,10665
E14000751,technical,7325
E14000751,admin,7283
E14000751,skilledTrade,5929
E14000751,service,4258
E14000751,sales,3323
E14000751,manual,3115
E14000751,elementary,4158
E14000752,N/A,57731
E14000752,management,10770
E14000752,professional,20397
E14000752,technical,12423
E14000752,admin,4277
E14000752,skilledTrade,4472
E14000752,service,4054
E14000752,sales,3216
E14000752,manual,2071
E14000752,elementary,5191
E14000753,N/A,58119
E14000753,management,10136
E14000753,professional,12850
E14000753,technical,9770
E14000753,admin,5775
E14000753,skilledTrade,5611
E14000753,service,5341
E14000753,sales,3763
E14000753,manual,2555
E14000753,elementary,4074
E14000754,N/A,50607
E14000754,management,3536
E14000754,professional,5822
E14000754,technical,4561
E14000754,admin,4289
E14000754,skilledTrade,4245
E14000754,service,4136
E14000754,sales,4497
E14000754,manual,3813
E14000754,elementary,4213
E14000755,N/A,47946
E14000755,management,8398
E14000755,professional,14125
E14000755,technical,9183
E14000755,admin,4223
E14000755,skilledTrade,3926
E14000755,service,4383
E14000755,sales,3624
E14000755,manual,2112
E14000755,elementary,3615
E14000756,N/A,56163
E14000756,management,3925
E14000756,professional,7209
E14000756,technical,4949
E14000756,admin,3304
E14000756,skilledTrade,4072
E14000756,service,4245
E14000756,sales,3810
E14000756,manual,3587
E14000756,elementary,4677
E14000757,N/A,60649
E14000757,management,8585
E14000757,professional,12786
E14000757,technical,9114
E14000757,admin,6093
E14000757,skilledTrade,5807
E14000757,service,5171
E14000757,sales,4198
E14000757,manual,4606
E14000757,elementary,5532
E14000758,N/A,53137
E14000758,management,3946
E14000758,professional,5832
E14000758,technical,4667
E14000758,admin,3788
E14000758,skilledTrade,5292
E14000758,service,4938
E14000758,sales,3767
E14000758,manual,4320
E14000758,elementary,4338
E14000759,N/A,60308
E14000759,management,7342
E14000759,professional,13182
E14000759,technical,6612
E14000759,admin,5960
E14000759,skilledTrade,5548
E14000759,service,3896
E14000759,sales,4168
E14000759,manual,3338
E14000759,elementary,4904
E14000760,N/A,84609
E14000760,management,6905
E14000760,professional,13449
E14000760,technical,6805
E14000760,admin,6305
E14000760,skilledTrade,5793
E14000760,service,4738
E14000760,sales,5634
E14000760,manual,5143
E14000760,elementary,7968
E14000761,N/A,59516
E14000761,management,5038
E14000761,professional,9758
E14000761,technical,6538
E14000761,admin,5076
E14000761,skilledTrade,5419
E14000761,service,5902
E14000761,sales,5135
E14000761,manual,5170
E14000761,elementary,7268
E14000762,N/A,82549
E14000762,management,7243
E14000762,professional,8981
E14000762,technical,6602
E14000762,admin,4850
E14000762,skilledTrade,8084
E14000762,service,7591
E14000762,sales,5104
E14000762,manual,3588
E14000762,elementary,5870
E14000763,N/A,50477
E14000763,management,8664
E14000763,professional,19889
E14000763,technical,12299
E14000763,admin,3752
E14000763,skilledTrade,2616
E14000763,service,3601
E14000763,sales,2865
E14000763,manual,1749
E14000763,elementary,3916
E14000764,N/A,51142
E14000764,management,8775
E14000764,professional,19423
E14000764,technical,10580
E14000764,admin,3581
E14000764,skilledTrade,2329
E14000764,service,3156
E14000764,sales,2733
E14000764,manual,1747
E14000764,elementary,3295
E14000765,N/A,46803
E14000765,management,3436
E14000765,professional,6349
E14000765,technical,4691
E14000765,admin,4118
E14000765,skilledTrade,4008
E14000765,service,3816
E14000765,sales,3535
E14000765,manual,3336
E14000765,elementary,3750
E14000766,N/A,55720
E14000766,management,5387
E14000766,professional,8441
E14000766,technical,5076
E14000766,admin,3765
E14000766,skilledTrade,5124
E14000766,service,4587
E14000766,sales,3597
E14000766,manual,3417
E14000766,elementary,4267
E14000767,N/A,47592
E14000767,management,8263
E14000767,professional,11637
E14000767,technical,6367
E14000767,admin,3936
E14000767,skilledTrade,4216
E14000767,service,2939
E14000767,sales,2313
E14000767,manual,1694
E14000767,elementary,2989
E14000768,N/A,55412
E14000768,management,13228
E14000768,professional,14125
E14000768,technical,9159
E14000768,admin,3075
E14000768,skilledTrade,1807
E14000768,service,3756
E14000768,sales,2507
E14000768,manual,1334
E14000768,elementary,2545
E14000769,N/A,53417
E14000769,management,6446
E14000769,professional,8703
E14000769,technical,6048
E14000769,admin,4928
E14000769,skilledTrade,5899
E14000769,service,5069
E14000769,sales,3844
E14000769,manual,4710
E14000769,elementary,6759
E14000770,N/A,61388
E14000770,management,10178
E14000770,professional,16894
E14000770,technical,9671
E14000770,admin,5538
E14000770,skilledTrade,4780
E14000770,service,4694
E14000770,sales,4216
E14000770,manual,2389
E14000770,elementary,4409
E14000771,N/A,51559
E14000771,management,2876
E14000771,professional,4273
E14000771,technical,4066
E14000771,admin,3562
E14000771,skilledTrade,5615
E14000771,service,4782
E14000771,sales,4229
E14000771,manual,4662
E14000771,elementary,5688
E14000772,N/A,56549
E14000772,management,3210
E14000772,professional,6234
E14000772,technical,4710
E14000772,admin,3263
E14000772,skilledTrade,5722
E14000772,service,4659
E14000772,sales,4451
E14000772,manual,5401
E14000772,elementary,6767
E14000773,N/A,48696
E14000773,management,3150
E14000773,professional,5622
E14000773,technical,4208
E14000773,admin,3306
E14000773,skilledTrade,5478
E14000773,service,4422
E14000773,sales,3927
E14000773,manual,5010
E14000773,elementary,6401
E14000774,N/A,44312
E14000774,management,5502
E14000774,professional,8854
E14000774,technical,6174
E14000774,admin,5840
E14000774,skilledTrade,5870
E14000774,service,4590
E14000774,sales,3331
E14000774,manual,2936
E14000774,elementary,3989
E14000775,N/A,61913
E14000775,management,4194
